scenario,wacc_scenario,lcoe_usd_mwh
candu_ec6,government,98.66504782048219
ap1000,government,105.51398084780918
candu_ec6,government,112.77398663868564
ap1000,government,107.87311173469662
candu_ec6,government,107.56371752556349
ap1000,government,94.4385305162273
candu_ec6,government,98.93317110598367
ap1000,government,88.84373805399208
candu_ec6,government,105.9222237846351
ap1000,government,97.31860494562477
candu_ec6,government,102.06249779175859
ap1000,government,93.62231813935186
candu_ec6,government,110.01415671854828
ap1000,government,104.88778108372
candu_ec6,government,103.83673604277621
ap1000,government,103.81502103422307
candu_ec6,government,98.367169759668
ap1000,government,97.57009521421331
candu_ec6,government,103.42608441238909
ap1000,government,98.85663019563496
candu_ec6,government,101.77065251638587
ap1000,government,87.83805458150488
candu_ec6,government,109.7808868452705
ap1000,government,105.61099219232386
candu_ec6,government,94.19794582939751
ap1000,government,89.90498847948196
candu_ec6,government,100.15657063792288
ap1000,government,99.13955756510981
candu_ec6,government,97.58333539149665
ap1000,government,107.55274922453705
candu_ec6,government,106.01979927591101
ap1000,government,90.1388918716129
candu_ec6,government,100.73261965243341
ap1000,government,101.06008363690916
candu_ec6,government,100.85399583534944
ap1000,government,103.9344840654983
candu_ec6,government,94.99466280613994
ap1000,government,106.93992035893427
candu_ec6,government,96.09071945529288
ap1000,government,100.03514077737972
candu_ec6,government,108.30817468452533
ap1000,government,101.84660901235168
candu_ec6,government,102.67771250989962
ap1000,government,98.83380784703526
candu_ec6,government,96.81596110782014
ap1000,government,100.47357186112002
candu_ec6,government,98.3887782020194
ap1000,government,98.64183287424075
candu_ec6,government,98.4085882951953
ap1000,government,96.76670378659843
candu_ec6,government,92.43560441476689
ap1000,government,101.24840045382754
candu_ec6,government,94.57809542891174
ap1000,government,99.56301476636948
candu_ec6,government,104.27070749397713
ap1000,government,97.18612609895342
candu_ec6,government,95.99057924459242
ap1000,government,106.90640137926343
candu_ec6,government,107.11533139940488
ap1000,government,107.31884421371586
candu_ec6,government,106.49564416736035
ap1000,government,106.4400893498974
candu_ec6,government,107.92834922380626
ap1000,government,91.12836006241491
candu_ec6,government,106.11211023050673
ap1000,government,90.52433045141547
candu_ec6,government,97.991437966846
ap1000,government,100.92506810914372
candu_ec6,government,97.59579330798657
ap1000,government,100.75014657381048
candu_ec6,government,95.51295754168264
ap1000,government,98.3533196733787
candu_ec6,government,103.71307371336094
ap1000,government,93.69230828121985
candu_ec6,government,103.94569865072005
ap1000,government,105.47723077153144
candu_ec6,government,95.05508455642791
ap1000,government,100.87024436888893
candu_ec6,government,96.14055978040857
ap1000,government,102.2144189010996
candu_ec6,government,111.26223029687317
ap1000,government,101.64313422721614
candu_ec6,government,99.08800950957068
ap1000,government,98.72072563047736
candu_ec6,government,109.36707596729647
ap1000,government,99.768322534736
candu_ec6,government,96.44640799167112
ap1000,government,91.34679211593678
candu_ec6,government,104.5884023702021
ap1000,government,104.02770380977229
candu_ec6,government,100.67882302619402
ap1000,government,102.83726302512147
candu_ec6,government,102.59046933426342
ap1000,government,95.97222237121093
candu_ec6,government,104.26733571446877
ap1000,government,95.91394292171923
candu_ec6,government,98.0126358261958
ap1000,government,107.20049503400568
candu_ec6,government,104.33015636710564
ap1000,government,88.41006324030158
candu_ec6,government,97.26770163618818
ap1000,government,94.13908521874043
candu_ec6,government,103.16986718856283
ap1000,government,98.20467541507463
candu_ec6,government,91.87090998953029
ap1000,government,96.74235194850549
candu_ec6,government,104.13970555933241
ap1000,government,91.56626728487713
candu_ec6,government,87.71150437691894
ap1000,government,100.34268707880578
candu_ec6,government,93.3365570351078
ap1000,government,100.79998825956648
candu_ec6,government,101.0541465803428
ap1000,government,91.01909337711113
